kljuc,ime,drzava,pokali,zmage,endurance,exp,cas1,cas2,cas3,eff1,eff2,eff3,mastery1,mastery2,mastery3,ws1,ws2,ws3
2839470,lovecall,TH,1052,60416,22560,20442117,1,20,75,171,151,134,98,85,45,84,32,7
7288677,b0mba,PL,1052,29887,5220,16513498,1,21,75,182,153,130,98,79,43,63,25,8
4244370,肚皮之神,TW,1051,96520,50520,52190797,2,23,89,186,149,125,99,88,53,96,33,7
6571438,notallwanderers,GB,1051,77512,4380,39943753,2,23,79,179,153,139,99,85,46,85,30,7
2389726,Popeye,SI,1051,53374,4620,29372788,1,21,70,164,144,127,98,85,40,65,32,7
1333423,hijohnnyz,US,1051,31834,57900,21242869,1,15,64,177,144,126,97,87,45,68,25,5
4697737,Jan Ropuszewicz,PL,1053,58434,6360,20949187,2,27,80,180,156,137,99,82,44,71,29,9
12422736,Kisoru,JP,1053,23802,29220,15629607,2,21,83,173,149,130,98,84,50,88,26,7
1932470,Moon Solo,VN,1053,14763,20340,4987704,2,22,71,193,152,139,95,84,45,42,21,7
5143331,jabajop,PH,1052,51235,22800,25979952,1,11,37,190,148,137,96,83,33,49,15,5
2839470,lovecall,TH,1052,60416,22560,20442117,1,20,75,171,151,134,98,85,45,84,32,7
7288677,b0mba,PL,1052,29887,5220,16513498,1,21,75,182,153,130,98,79,43,63,25,8
4244370,肚皮之神,TW,1051,96520,50520,52190797,2,23,89,186,149,125,99,88,53,96,33,7
6571438,notallwanderers,GB,1051,77512,4380,39943753,2,23,79,179,153,139,99,85,46,85,30,7
2389726,Popeye,SI,1051,53374,4620,29372788,1,21,70,164,144,127,98,85,40,65,32,7
1333423,hijohnnyz,US,1051,31834,57900,21242869,1,15,64,177,144,126,97,87,45,68,25,5
4697737,Jan Ropuszewicz,PL,1053,58434,6360,20949187,2,27,80,180,156,137,99,82,44,71,29,9
12422736,Kisoru,JP,1053,23802,29220,15629607,2,21,83,173,149,130,98,84,50,88,26,7
1932470,Moon Solo,VN,1053,14763,20340,4987704,2,22,71,193,152,139,95,84,45,42,21,7
5143331,jabajop,PH,1052,51235,22800,25979952,1,11,37,190,148,137,96,83,33,49,15,5
2839470,lovecall,TH,1052,60416,22560,20442117,1,20,75,171,151,134,98,85,45,84,32,7
7288677,b0mba,PL,1052,29887,5220,16513498,1,21,75,182,153,130,98,79,43,63,25,8
4244370,肚皮之神,TW,1051,96520,50520,52190797,2,23,89,186,149,125,99,88,53,96,33,7
6571438,notallwanderers,GB,1051,77512,4380,39943753,2,23,79,179,153,139,99,85,46,85,30,7
2389726,Popeye,SI,1051,53374,4620,29372788,1,21,70,164,144,127,98,85,40,65,32,7
1333423,hijohnnyz,US,1051,31834,57900,21242869,1,15,64,177,144,126,97,87,45,68,25,5
10360649,ℭ𝔞𝔩𝔠𝔬𝔤𝔢𝔫,JP,1047,38994,35940,13823182,1,16,64,167,145,122,96,81,43,69,23,8
10387373,Dravenik,RU,1047,31434,30420,12006458,1,20,62,186,144,132,98,84,34,59,28,6
17673640,Saladbar,US,1047,9556,25980,8115047,2,21,67,165,131,132,97,86,44,58,22,6
3639178,akim,JP,1046,196110,39960,100239434,3,36,129,185,151,137,100,84,45,117,26,9
517521,Chooacha 🍋,BG,1046,60030,23760,39131168,1,15,56,175,134,118,97,84,36,70,30,7
13015616,lee ung,KR,1046,71704,4680,26571896,2,20,75,171,149,137,97,87,47,77,27,6
3065309,reidic,US,1046,37904,22140,19316118,2,21,74,158,145,138,99,84,42,98,25,7
11878015,cadian94,IT,1046,38280,62760,16528465,2,23,74,187,152,130,99,81,44,79,25,7
14234146,python3,JP,1046,35220,25020,15865392,1,20,73,175,155,135,98,89,44,82,29,8
19343605,Survivor,US,1046,52712,26820,15734143,2,24,86,158,137,127,100,85,45,110,33,8
5117024,양승모,KR,1046,30899,4140,12765690,2,20,74,192,147,130,98,82,39,53,47,7
2981317,KharadBanar,AT,1046,28009,21300,11320326,2,20,65,174,144,131,98,77,34,63,22,10
5397092,Night Light,IN,1046,36805,32460,8722991,1,19,65,167,138,125,98,88,47,62,27,6
4783183,Stanno,NL,1046,15143,50940,8254307,2,21,75,153,129,127,97,89,47,53,33,7
2377003,John Bowman,US,1046,9377,26160,6884200,2,22,72,134,131,126,99,89,47,62,23,7
5260530,p1hannnnnnnnnnnnn,XX,1045,305280,14880,63225534,1,11,45,200,155,132,100,88,50,116,33,8
4272377,Vô Thường,VN,1045,74313,29520,45441890,2,22,91,162,145,130,99,80,44,82,25,6
2879327,Budiel,ES,1045,34538,8160,26868936,2,25,100,190,147,137,99,84,44,73,31,9
10828133,Matte_,IT,1045,13989,27240,14973149,2,24,73,183,136,134,98,81,38,52,27,8
1799628,flask,RU,1045,24543,33180,14074171,2,22,73,163,138,120,97,82,42,62,22,8
1779238,Mauro Espinoza,MX,1045,19032,31500,11411787,2,19,63,142,126,122,93,74,39,43,15,8
560103,Agrajag,NO,1045,47426,18000,9725144,2,19,64,162,132,119,99,90,47,74,29,8
5406026,qpalxm,CN,1045,22700,46740,6191521,1,27,84,164,151,139,97,78,51,62,19,7
4238080,fighting힘내 ~  Evil NG @ Ac ♡,KR,1044,75955,5100,65391598,1,18,75,158,140,125,97,81,38,72,22,6
374678,executλble,RU,1044,56975,3900,21447613,1,17,67,206,144,136,100,86,41,113,24,7
12855761,Stefan4024,US,1044,47448,57540,20696884,1,22,75,186,157,137,97,79,33,70,17,7
7807480,Mammutfaze,DE,1044,17096,21360,13530023,2,18,61,167,132,118,98,83,42,59,24,7
3959815,sus,NL,1044,34056,3900,13499598,0,11,48,192,149,134,97,84,37,80,20,7
5200369,xd123,HK,1044,43444,5460,11108523,1,15,55,186,152,133,93,77,38,53,26,9
8807090,cyaegha,JP,1044,18233,29100,9745383,1,27,81,160,144,132,100,86,44,104,25,8
11630889,JonJonH,US,1044,10908,17760,5195828,1,13,47,133,138,125,97,75,41,74,16,8
9556477,Zinsch,AT,1044,13197,29280,4733729,2,28,89,154,142,130,99,89,53,93,24,8
2024752,Тетяна🌻🍉,UA,1043,178408,69480,126669028,2,25,87,200,144,126,97,80,35,62,36,6
14091428,Kryptonit,SE,1043,60985,22320,40538067,1,23,76,150,148,120,99,85,39,75,24,6
4938584,ASTRAIOS,AU,1043,19505,23700,11921621,1,14,61,153,128,122,98,88,40,88,24,6
18525952,steph7892,FR,1043,28143,74220,10477573,1,15,70,154,135,128,97,87,41,71,26,7
520544,AndreyS,RU,1043,18393,6600,9317903,2,22,79,150,149,136,95,82,39,50,21,10
3639388,Lillian0410,TW,1042,102138,21420,34554412,1,18,63,156,144,127,99,83,39,84,24,7
10466299,...me...,ES,1042,34951,4200,19941768,1,19,76,159,152,136,97,84,38,63,28,7
10500210,Hex xix,MK,1042,22820,5340,9687321,2,22,67,138,133,121,99,86,44,88,41,6
3434361,Jasmundo,PL,1041,49416,47700,24347332,2,19,63,167,139,130,99,85,37,90,23,7
8146485,Cachow,SG,1041,200743,3780,18013638,0,13,54,243,174,135,99,86,25,93,29,8
4229249,Sarinha,PT,1041,31238,43200,17113300,2,21,72,154,139,123,97,84,45,72,21,7
6157022,sakana0fish,SI,1041,50399,26340,15411527,2,22,72,177,143,126,100,83,40,104,23,8
3908232,HappySquid,CH,1041,87036,4620,12902897,1,18,63,173,143,123,99,87,40,79,28,7
7324754,Avatron,RS,1041,27030,43080,9265330,2,27,104,153,148,136,98,87,48,63,21,8
3725138,Courier,CN,1041,14877,5220,8488864,2,20,72,175,145,140,95,81,53,66,26,16
16814782,h1ru,JP,1041,19048,32700,4292539,1,15,61,182,158,142,97,84,45,66,23,6
2799179,Alberto 2020,AR,1040,132126,65100,72345316,2,35,117,144,148,127,98,84,42,80,33,10
2412642,いちみん,JP,1040,145320,49740,70670908,1,23,104,156,150,134,98,81,38,69,23,8
2728221,Gadget,GB,1040,46272,3780,24912578,0,9,33,210,189,146,96,81,29,58,22,5
5430231,lim38,FR,1040,42233,25860,23194461,1,17,69,162,141,130,97,81,36,63,17,7
2844969,Razzia7,US,1039,25374,30900,12365867,2,19,61,153,136,120,98,80,39,78,32,7
5803030,ApocalypsePony,RU,1039,23260,4680,10181482,1,18,55,183,136,127,97,88,31,69,27,6
4792657,Pavel Melichar,CZ,1038,21798,4020,9965809,1,17,66,167,142,125,99,91,31,91,26,6
6575748,Silverbird,KR,1038,23188,5040,7189175,1,20,71,179,162,132,97,76,42,57,29,9
11613238,Seforo,US,1038,12863,37380,5014653,2,22,70,150,149,133,97,85,44,60,24,6
8679391,Kqn,VN,1037,72109,24240,38168061,1,21,77,188,148,131,99,84,43,72,31,8
10776455,すけきよ,JP,1037,145659,46740,32475935,3,35,135,179,157,141,99,84,53,87,25,9
14386529,Demineur,GB,1037,38730,23640,26014424,1,25,83,163,142,127,99,83,39,96,25,8
1172860,Камбар,KZ,1037,33192,35040,20038438,2,18,64,163,144,128,97,88,41,79,22,6
3004472,Slowpoke Sapper,RU,1037,34656,26280,18968195,2,23,78,150,133,127,98,84,40,60,25,7
11274135,HoerfFung,TW,1037,27228,35160,7607819,2,22,82,176,155,130,97,87,41,68,29,8
7334740,Boblarazzi,XX,1037,6663,35520,4843430,3,21,66,138,133,118,95,79,43,38,26,8
6379498,5unfl0w3r,DE,1036,69607,34740,37317434,1,22,82,175,145,128,97,85,42,67,30,9
14945175,Kenvii,US,1036,54089,23040,35480720,1,16,57,200,151,133,94,78,32,68,21,7
8290265,Alastor_,IT,1036,50563,5340,34749567,2,22,77,179,141,121,97,83,39,70,21,7
3874141,sweeper3874141,CN,1036,42226,84000,25523607,2,25,82,193,147,125,99,79,44,85,24,6
3302564,dsvitnev,RU,1036,12974,26400,18503177,1,19,61,115,109,109,92,77,44,40,17,8
5835237,12345678xp,AU,1036,24659,29160,12345678,2,21,94,160,150,135,98,85,40,59,25,8
7471964,Marcos Leong,SG,1036,29102,5280,10587640,1,22,73,154,136,121,100,86,48,107,20,7
8350627,Anonymaus,DE,1036,25675,60180,6133546,3,35,115,167,163,131,99,87,50,74,27,10
14093364,xnp,NO,1036,10970,23280,5654473,2,17,60,165,147,127,96,83,45,42,22,7
2307443,hlaga,RU,1036,11240,72660,5231697,3,24,72,158,129,126,95,74,44,43,18,7
7100925,小隊長,JP,1035,21598,37080,17100444,2,20,73,150,133,125,97,78,42,79,16,7
6904077,hieubeng,VN,1035,38369,16620,16395099,1,15,55,182,147,137,97,79,49,62,16,6
6523384,TomM,DE,1035,17819,45180,12802627,2,24,80,154,132,125,97,82,45,80,23,7
2726645,Joseph Wu,TW,1035,20959,32580,7017950,1,17,65,155,138,137,98,79,35,70,22,8
3487668,AlexBer,RU,1034,77210,4920,47534817,2,19,77,176,148,133,96,82,33,64,25,7
3350634,sora,JP,1034,40192,21720,32964138,1,20,74,170,133,120,98,79,37,75,25,6
1892667,Vidar,DE,1034,53172,42840,31640439,1,19,69,160,145,126,99,77,33,75,21,8
6461892,ReNoma れのま,JP,1034,33466,43020,15316992,2,24,94,184,148,133,99,86,41,68,22,9
2405734,Jess,DE,1034,34529,29880,12842836,2,23,79,163,151,128,99,83,45,85,33,7
3796513,Yafi A H,ID,1034,31737,36720,11793656,1,17,66,153,135,129,97,75,38,62,17,7
11116420,sduifhuidsf,DE,1034,26371,16800,7009985,1,16,55,155,138,114,99,85,41,68,22,6
6287939,blasphemiann,US,1034,13376,82620,5386678,2,21,71,159,138,125,97,81,41,66,22,9
2824810,Suppenkasper,DE,1033,206213,38040,74379537,2,31,113,170,145,123,99,85,37,79,26,8
3560412,Fybita,DE,1033,217866,3900,42266632,2,19,73,171,140,121,99,83,40,86,26,8
11689006,J.J.,MK,1033,61756,27420,30059588,2,23,77,150,136,120,98,80,42,70,22,6
9315916,balaur,RU,1033,28746,51480,24812199,2,24,83,165,151,132,98,84,38,70,19,7
4881416,Lian,KZ,1033,38822,4440,23358110,1,20,74,162,139,127,97,84,42,61,25,6
13217927,ntew,CN,1033,44977,78420,20090303,3,31,111,200,161,144,97,81,43,50,28,7
5790231,Quore,JP,1033,23808,28560,16070726,3,24,74,160,141,130,95,77,42,57,15,7
221900,lemon,JP,1033,12132,40920,12019602,2,21,75,169,144,135,97,74,37,52,16,7
14092903,Lucas Pena,BR,1033,18793,34860,11507301,1,10,45,200,150,127,97,74,34,49,19,5
2088077,stephenrau,US,1032,48841,86220,27492361,2,24,90,190,146,132,96,84,54,52,30,6
8553064,Schmiddlon,DE,1032,49589,32160,27049850,2,19,68,150,142,122,98,85,37,79,26,6
3042126,pbm64,DE,1032,94749,24720,25282936,2,21,78,175,144,126,98,84,45,83,28,6
3695276,Frustrato_Potato,DE,1032,26233,27660,10609385,2,19,68,162,131,129,98,90,45,84,21,6
5754020,вснф,BY,1031,110516,57300,49856187,2,28,117,175,142,122,98,83,49,74,25,9
4881416,Lian,KZ,1033,38822,4440,23358110,1,20,74,162,139,127,97,84,42,61,25,6
13217927,ntew,CN,1033,44977,78420,20090303,3,31,111,200,161,144,97,81,43,50,28,7
5790231,Quore,JP,1033,23808,28560,16070726,3,24,74,160,141,130,95,77,42,57,15,7
221900,lemon,JP,1033,12132,40920,12019602,2,21,75,169,144,135,97,74,37,52,16,7
14092903,Lucas Pena,BR,1033,18793,34860,11507301,1,10,45,200,150,127,97,74,34,49,19,5
2088077,stephenrau,US,1032,48841,86220,27492361,2,24,90,190,146,132,96,84,54,52,30,6
8553064,Schmiddlon,DE,1032,49589,32160,27049850,2,19,68,150,142,122,98,85,37,79,26,6
3042126,pbm64,DE,1032,94749,24720,25282936,2,21,78,175,144,126,98,84,45,83,28,6
3695276,Frustrato_Potato,DE,1032,26233,27660,10609385,2,19,68,162,131,129,98,90,45,84,21,6
5754020,вснф,BY,1031,110516,57300,49856187,2,28,117,175,142,122,98,83,49,74,25,9
4881416,Lian,KZ,1033,38822,4440,23358110,1,20,74,162,139,127,97,84,42,61,25,6
13217927,ntew,CN,1033,44977,78420,20090303,3,31,111,200,161,144,97,81,43,50,28,7
5790231,Quore,JP,1033,23808,28560,16070726,3,24,74,160,141,130,95,77,42,57,15,7
221900,lemon,JP,1033,12132,40920,12019602,2,21,75,169,144,135,97,74,37,52,16,7
14092903,Lucas Pena,BR,1033,18793,34860,11507301,1,10,45,200,150,127,97,74,34,49,19,5
2088077,stephenrau,US,1032,48841,86220,27492361,2,24,90,190,146,132,96,84,54,52,30,6
8553064,Schmiddlon,DE,1032,49589,32160,27049850,2,19,68,150,142,122,98,85,37,79,26,6
3042126,pbm64,DE,1032,94749,24720,25282936,2,21,78,175,144,126,98,84,45,83,28,6
3695276,Frustrato_Potato,DE,1032,26233,27660,10609385,2,19,68,162,131,129,98,90,45,84,21,6
5754020,вснф,BY,1031,110516,57300,49856187,2,28,117,175,142,122,98,83,49,74,25,9
8111946,Aniridia,RU,1027,30500,18120,31689526,2,19,70,146,131,118,96,82,33,58,19,7
7696933,non-sleep,KR,1027,23213,31860,12230153,2,23,76,133,135,119,97,82,45,49,26,7
4879341,Kunero,DE,1027,23920,4680,8264795,2,24,88,177,151,140,98,85,53,81,23,6
5722600,Königskraut,RU,1026,34650,84360,14907136,2,21,85,140,138,120,98,78,39,54,22,9
5819384,Albert123,GB,1026,26145,4260,7963037,2,23,75,167,141,126,98,88,43,83,34,7
6770650,Kowe Musowedo,UA,1025,74193,6240,41893215,3,31,107,157,145,126,97,80,37,80,24,9
15485839,G. M.,CN,1025,14317,71940,8153846,1,18,71,156,139,132,96,77,45,53,15,5
12558112,Salamander99,CA,1025,6637,54600,3775944,2,19,65,167,136,121,98,88,33,64,27,8
3192276,母豬上將⁂,TW,1024,42433,31920,20354855,2,25,74,160,141,128,97,83,36,66,22,6
2992755,fattywhale,US,1024,36916,4620,14267202,1,22,78,175,146,124,98,84,39,59,21,8
5391709,Владимир Лукьянчиков,RU,1024,24258,34260,13867857,1,23,75,154,137,128,95,89,38,47,25,8
2353384,YSK,TR,1023,103399,39480,47348354,1,25,91,200,145,130,98,79,42,73,22,7
9171838,Shug,FR,1023,68037,5100,32038055,2,26,95,187,153,133,98,84,44,82,24,8
2777070,chonduhvan,KZ,1023,77540,85440,28531597,2,26,88,167,150,128,98,83,39,74,29,6
7988832,Ryou,PH,1023,40405,67260,12284321,1,13,55,167,140,130,98,79,37,66,24,8
2776738,platinum castle,JP,1022,97874,27660,37266503,2,28,102,184,147,131,98,85,41,83,24,9
11039749,Heir Of Isildur,ZA,1022,66141,29220,24770808,1,22,74,158,147,128,98,85,36,65,34,5
1839675,Ascarz,DE,1022,20097,27600,9538466,2,19,64,145,142,126,98,74,38,76,17,6
6124547,1764,CZ,1022,14927,20700,8169831,2,20,65,147,132,130,99,73,34,86,21,6
7569883,itsTurbo,SG,1022,15475,36060,5394961,2,22,76,167,145,133,99,86,43,61,18,9
15321825,Ariana_Gu,CN,1022,6478,5880,3850190,3,26,79,133,132,134,95,68,42,42,12,8
5499642,S Shi,JP,1021,49540,37260,33218893,1,25,87,153,152,127,98,78,37,69,21,7
7686891,Reor,RU,1021,52630,6840,27368568,2,27,113,177,143,135,96,87,41,67,23,7
9120890,BubblyBubbles,US,1021,37159,40500,17174694,3,27,98,146,138,124,100,86,38,124,26,8
4090127,Misaki Fujioka,ES,1021,17670,40560,5845528,2,22,76,159,141,131,99,79,46,78,20,6
2169528,coco,HK,1020,315984,34380,77681574,2,27,106,172,155,133,99,89,44,96,33,9
2248442,Aer0naut,HU,1020,84524,7320,57308970,1,21,92,182,147,135,97,83,35,55,22,7
11982539,operator_semigroup,SE,1020,30838,27300,14599767,2,25,86,162,144,128,99,83,41,89,22,7
5264995,Waphy,FR,1020,25870,7140,9995938,1,16,66,168,147,124,98,74,36,80,24,9
8380402,ColourfulZebra45,CA,1020,40205,36240,8636760,2,25,80,160,127,123,98,85,43,64,29,7
8763837,8763837,JP,1019,50631,76320,39762095,3,30,109,186,143,122,97,84,41,82,22,8
3017198,Ste86,IT,1019,74054,28500,30884902,1,22,78,175,133,118,98,84,34,65,26,7
2477484,Maui,DE,1019,45269,36300,28006027,2,23,85,163,140,128,98,76,36,61,21,7
1537353,Crag Hack,DE,1019,15479,11940,15238404,1,21,65,127,138,122,96,76,37,61,19,8
2340295,Subnatural,XX,1019,28132,37380,11975763,2,24,70,140,133,122,98,89,44,72,26,8
5801306,RudPro,US,1019,36607,40620,11931000,2,22,80,164,141,133,99,87,42,63,31,7
14202663,PastaLover,US,1019,30954,38700,8147227,2,28,81,171,141,122,100,90,48,101,27,6
21866581,gnemi,US,1019,9119,40860,3358960,2,27,90,170,140,129,97,89,47,46,20,8
481286,cancer_zodiac,SI,1018,203181,5280,87355180,1,25,92,170,138,129,99,86,36,90,27,7
1822198,Mannerless guy,KR,1018,46281,17820,46188919,1,9,33,164,141,119,97,82,29,63,19,7
1306958,Evan Moss,US,1018,70402,39420,32339100,1,15,58,177,153,135,99,83,36,98,21,6
19273271,marmine,JP,1018,25771,27840,18300680,2,21,75,150,145,128,99,80,36,76,25,5
5793763,YULaughAtMe,TW,1018,42461,47700,18147431,2,22,86,162,144,134,99,85,46,92,28,7
16518935,wiiewiie,TW,1018,39840,48600,17374930,2,29,112,182,158,132,98,81,38,69,22,10
4204950,Wyndoc,RU,1018,41981,62700,16793529,2,24,84,147,131,123,99,87,38,76,30,7
2399132,Anuar,KZ,1018,40061,24720,15844415,2,23,79,155,144,127,97,79,43,73,19,7
5311219,Vaness,RU,1018,26837,30180,14226017,3,25,85,140,140,121,98,80,37,75,27,7
5516841,jobu92,SK,1018,23651,22020,8103102,2,21,70,174,138,128,93,76,38,44,18,7
1104134,pupupa,KR,1018,23765,22920,6308916,2,19,70,157,135,127,99,85,41,82,18,6
2487266,🌸夢💣27（81),JP,1017,103500,5160,46810476,2,23,75,144,141,126,99,88,44,81,33,8
2323971,maldiniUA,UA,1017,91204,73740,33071931,2,24,88,160,141,123,99,88,50,84,32,7
17708938,Caribie,KR,1017,16482,39000,16778277,2,19,59,143,147,133,96,81,39,61,16,7
8144205,Daep,ID,1017,37366,55200,15206747,1,12,50,187,155,138,96,65,34,62,21,5
2869353,Fenton,US,1017,20531,46740,14030150,1,13,58,150,135,118,98,81,37,54,25,6
2309150,Atos,VA,1016,81498,79980,33234756,2,22,82,162,137,114,99,90,43,87,27,8
1821717,lelexixi,CN,1016,55722,4260,26472855,2,20,68,136,143,130,93,82,38,52,15,7
17152914,termast,KR,1016,34675,48240,23929512,4,29,111,188,144,131,96,83,45,58,37,8
5449696,ᵖᵒᵖⁱ,RS,1016,39724,57480,13381933,1,17,57,194,151,129,97,85,37,54,27,6
14763658,lazydays,JP,1016,35696,49200,11727130,2,26,92,175,147,134,99,82,47,79,20,6
8605689,정혜림,KR,1016,14417,26160,8825963,2,23,75,146,135,118,94,81,39,40,26,7
14215387,yyhf,CN,1016,12447,22620,8517945,1,12,46,180,145,134,97,76,40,61,14,6
7711519,aspargus,EE,1016,39706,40980,6400856,2,31,102,215,162,132,98,83,47,64,26,7
7139014,Бублик,RU,1015,7692,28680,6077094,3,25,81,136,139,122,94,78,40,30,20,7
10002817,lifeline,CA,1015,8377,48480,4116083,2,21,63,175,143,133,95,80,39,51,18,6
863144,Zyn,DZ,1014,126463,17940,71882942,1,16,56,188,151,130,100,84,48,113,21,10
3084842,Ispod,HR,1014,77048,42540,42895759,1,21,71,157,141,123,99,76,38,58,18,6
4811884,svan44,RU,1014,65535,51840,38324350,3,30,109,164,145,129,94,78,44,57,25,7
16651079,onion,CN,1014,18631,3660,11539444,2,19,68,144,136,122,97,84,39,54,25,6
5299997,Jarn4c,BE,1014,26606,21540,10720688,2,21,72,180,152,131,98,85,38,53,30,6
12796344,HAKFOO,CN,1014,18797,31680,7669530,2,22,78,133,139,129,98,85,44,76,21,9
13206184,🌷Amy 💕,GB,1014,12494,23940,4755555,2,27,76,143,148,126,96,75,39,41,15,6
7682111,poemnews,US,1014,11774,40920,4509128,2,23,76,156,131,120,97,78,38,50,15,8
2538351,Natadecoco,JP,1013,72154,6540,25687110,2,24,74,171,141,130,99,88,35,86,28,6
7998443,☘v1836731☘,GR,1013,41191,24900,11815502,2,24,83,144,142,126,98,81,39,73,27,6
1662079,sjx,FI,1013,39663,30960,11045986,1,18,76,173,132,121,98,74,40,65,14,7
2027578,Kappa 73,LT,1013,13612,31200,8889383,1,20,63,135,132,120,97,72,46,63,13,6
1642846,喵姬:3,TW,1013,7718,15000,6434658,2,17,53,162,128,123,97,79,33,50,19,5
13640714,heero324,JP,1005,16509,15660,6342610,2,20,65,171,143,134,97,80,37,63,17,5
18700834,iBAlu,RU,1013,27910,34740,4050316,2,26,84,152,135,137,99,90,41,71,44,7
2445613,Schatzi,DE,1012,58914,7560,41619134,4,33,115,153,148,126,97,82,49,66,34,9
10746810,Gabriel ;),RO,1012,108148,6540,29836361,0,13,72,208,162,135,97,78,35,70,31,6
3582799,NichtGersti,DE,1012,69005,5940,18303369,2,24,79,157,152,127,98,81,36,72,25,7
5840430,zinzyk,NO,1012,40098,43140,13498017,1,15,58,178,139,133,97,81,37,61,20,7
5910073,Riluna,US,1012,33804,22980,13280582,1,21,81,168,137,124,98,85,40,69,25,6
2095542,Staller,UA,1012,23503,48900,8651491,2,28,106,170,135,131,97,83,35,64,27,10
11032520,vl.h.a,BY,1012,18270,6300,6882561,2,24,85,159,139,119,94,90,38,46,34,8
4316311,A.F.,FR,1012,14513,29100,4327110,1,22,61,143,134,124,97,77,33,48,17,8
3679719,-Yell-,UA,1011,81062,66180,31209371,2,28,100,200,144,133,99,83,36,81,24,7
5820995,dazedx,US,1011,25384,8820,19124845,2,18,72,138,142,123,97,83,38,71,29,6
2092063,Dr. Robotnik,GB,1011,16943,42600,11260969,1,24,79,157,143,126,96,78,38,50,21,6
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
11073299,Juuso3000,FI,1011,59433,35340,11233765,2,20,71,160,145,133,100,79,31,110,27,6
11423600,とろろ,JP,1011,19695,28560,9718752,2,22,70,163,135,124,99,82,42,88,18,7
1221312,Mikko,FI,1011,18766,22560,8854068,1,21,68,171,139,117,95,72,38,58,22,6
2862140,妖念念,CN,1011,11171,34080,7040806,3,24,75,150,148,132,97,85,32,58,18,5
5244792,Lingvi,CZ,1010,65421,64080,29297712,2,24,101,153,143,118,98,88,38,85,25,7
9766578,bsmilek,KR,1010,20717,8100,10784243,2,19,74,188,137,126,89,76,43,42,16,7
7389969,bgrm,PL,1010,27036,80460,6090597,1,21,75,160,138,122,97,83,43,74,21,7
3647470,Anonymous3647470,XX,1009,106763,4200,50724054,1,17,73,200,173,140,98,86,37,78,26,7
9348509,moonlight57,JP,1009,19296,27120,10316913,2,26,87,139,141,124,98,86,41,91,23,6
6425889,Denzera,UA,1009,16399,80580,8052121,3,28,91,167,140,127,95,82,39,64,27,8
5829648,ChainChomsky,US,1005,38901,34800,15122606,2,17,61,154,132,122,97,84,42,69,26,7
